_id,userInputs,userID,sessionID,stationID,spaceID,siteID,clusterID,connectionTime,disconnectTime,kWhDelivered,doneChargingTime,timezone
5fe29d9cf9af8b1f48c3661a,"[{""userID"": 9502, ""milesRequested"": 50, ""WhPerMile"": 310, ""minutesAvailable"": 180, ""modifiedAt"": ""Sun, 06 Dec 2020 22:02:11 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Mon, 07 Dec 2020 01:02:12 GMT"", ""kWhRequested"": 15.5}, {""userID"": 9502, ""milesRequested"": 60, ""WhPerMile"": 310, ""minutesAvailable"": 405, ""modifiedAt"": ""Mon, 07 Dec 2020 03:42:48 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Mon, 07 Dec 2020 04:47:12 GMT"", ""kWhRequested"": 18.6}, {""userID"": 9502, ""milesRequested"": 50, ""WhPerMile"": 310, ""minutesAvailable"": 405, ""modifiedAt"": ""Mon, 07 Dec 2020 03:43:03 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Mon, 07 Dec 2020 04:47:12 GMT"", ""kWhRequested"": 15.5}]",000009502,5fe29d9cf9af8b1f48c3661a,2-39-131-30,CA-305,0002,0039,"Sun, 06 Dec 2020 22:02:12 GMT","Mon, 07 Dec 2020 06:42:46 GMT",14.897,"Mon, 07 Dec 2020 02:14:51 GMT",America/Los_Angeles
5fe29d9cf9af8b1f48c3661b,"[{""userID"": 838, ""milesRequested"": 100, ""WhPerMile"": 286, ""minutesAvailable"": 480, ""modifiedAt"": ""Sun, 06 Dec 2020 22:10:41 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Mon, 07 Dec 2020 06:10:25 GMT"", ""kWhRequested"": 28.6}]",000000838,5fe29d9cf9af8b1f48c3661b,2-39-91-437,CA-317,0002,0039,"Sun, 06 Dec 2020 22:10:25 GMT","Mon, 07 Dec 2020 05:31:20 GMT",28.609,"Mon, 07 Dec 2020 02:23:40 GMT",America/Los_Angeles
5fe3ef1cf9af8b214e05175b,"[{""userID"": 9048, ""milesRequested"": 30, ""WhPerMile"": 450, ""minutesAvailable"": 180, ""modifiedAt"": ""Mon, 07 Dec 2020 17:42:38 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Mon, 07 Dec 2020 20:42:11 GMT"", ""kWhRequested"": 13.5}]",000009048,5fe3ef1cf9af8b214e05175b,2-39-79-379,CA-327,0002,0039,"Mon, 07 Dec 2020 17:42:11 GMT","Tue, 08 Dec 2020 02:41:17 GMT",10.135,"Mon, 07 Dec 2020 20:36:09 GMT",America/Los_Angeles
5fe3ef1cf9af8b214e05175c,"[{""userID"": 1082, ""milesRequested"": 20, ""WhPerMile"": 290, ""minutesAvailable"": 120, ""modifiedAt"": ""Mon, 07 Dec 2020 23:23:06 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Tue, 08 Dec 2020 01:22:27 GMT"", ""kWhRequested"": 5.8}]",000001082,5fe3ef1cf9af8b214e05175c,2-39-78-365,CA-321,0002,0039,"Mon, 07 Dec 2020 23:22:27 GMT","Tue, 08 Dec 2020 03:29:31 GMT",2.327,"Tue, 08 Dec 2020 00:33:46 GMT",America/Los_Angeles
5fe3ef1cf9af8b214e05175d,"[{""userID"": 1746, ""milesRequested"": 100, ""WhPerMile"": 350, ""minutesAvailable"": 534, ""modifiedAt"": ""Mon, 07 Dec 2020 23:58:18 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Tue, 08 Dec 2020 08:52:03 GMT"", ""kWhRequested"": 35.0}]",000001746,5fe3ef1cf9af8b214e05175d,2-39-125-21,CA-311,0002,0039,"Mon, 07 Dec 2020 23:58:03 GMT","Tue, 08 Dec 2020 01:00:50 GMT",2.783,"Tue, 08 Dec 2020 00:57:56 GMT",America/Los_Angeles
5fe3ef1cf9af8b214e05175e,"[{""userID"": 289, ""milesRequested"": 100, ""WhPerMile"": 283, ""minutesAvailable"": 480, ""modifiedAt"": ""Tue, 08 Dec 2020 01:16:15 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Tue, 08 Dec 2020 09:14:40 GMT"", ""kWhRequested"": 28.3}]",000000289,5fe3ef1cf9af8b214e05175e,2-39-81-4550,11900388,0002,0039,"Tue, 08 Dec 2020 01:14:40 GMT","Tue, 08 Dec 2020 02:07:12 GMT",23.281,,America/Los_Angeles
5fe3ef1cf9af8b214e05175f,"[{""userID"": 9248, ""milesRequested"": 100, ""WhPerMile"": 295, ""minutesAvailable"": 480, ""modifiedAt"": ""Tue, 08 Dec 2020 02:38:14 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Tue, 08 Dec 2020 10:37:50 GMT"", ""kWhRequested"": 29.5}]",000009248,5fe3ef1cf9af8b214e05175f,2-39-81-4550,11900388,0002,0039,"Tue, 08 Dec 2020 02:37:50 GMT","Tue, 08 Dec 2020 02:56:54 GMT",7.088,,America/Los_Angeles
5fe5409df9af8b235c0bf65a,"[{""userID"": 3853, ""milesRequested"": 200, ""WhPerMile"": 340, ""minutesAvailable"": 605, ""modifiedAt"": ""Tue, 08 Dec 2020 16:25:00 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Wed, 09 Dec 2020 02:29:41 GMT"", ""kWhRequested"": 68.0}]",000003853,5fe5409df9af8b235c0bf65a,2-39-79-379,CA-327,0002,0039,"Tue, 08 Dec 2020 16:24:41 GMT","Tue, 08 Dec 2020 19:36:59 GMT",8.413,"Tue, 08 Dec 2020 18:31:45 GMT",America/Los_Angeles
5fe5409df9af8b235c0bf65b,"[{""userID"": 9048, ""milesRequested"": 30, ""WhPerMile"": 450, ""minutesAvailable"": 180, ""modifiedAt"": ""Tue, 08 Dec 2020 18:11:49 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Tue, 08 Dec 2020 21:11:38 GMT"", ""kWhRequested"": 13.5}]",000009048,5fe5409df9af8b235c0bf65b,2-39-79-380,CA-489,0002,0039,"Tue, 08 Dec 2020 18:11:38 GMT","Wed, 09 Dec 2020 00:04:16 GMT",5.532,"Tue, 08 Dec 2020 19:49:29 GMT",America/Los_Angeles
5fe5409df9af8b235c0bf65c,"[{""userID"": 5594, ""milesRequested"": 100, ""WhPerMile"": 250, ""minutesAvailable"": 480, ""modifiedAt"": ""Tue, 08 Dec 2020 19:25:09 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Wed, 09 Dec 2020 03:25:10 GMT"", ""kWhRequested"": 25.0}]",000005594,5fe5409df9af8b235c0bf65c,2-39-131-30,CA-305,0002,0039,"Tue, 08 Dec 2020 19:25:10 GMT","Tue, 08 Dec 2020 23:17:36 GMT",6.433,"Tue, 08 Dec 2020 21:26:51 GMT",America/Los_Angeles
5fe5409df9af8b235c0bf65d,"[{""userID"": 9502, ""milesRequested"": 50, ""WhPerMile"": 310, ""minutesAvailable"": 180, ""modifiedAt"": ""Tue, 08 Dec 2020 21:24:59 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Wed, 09 Dec 2020 00:24:19 GMT"", ""kWhRequested"": 15.5}]",000009502,5fe5409df9af8b235c0bf65d,2-39-139-28,CA-303,0002,0039,"Tue, 08 Dec 2020 21:24:19 GMT","Wed, 09 Dec 2020 02:51:42 GMT",16.245,"Wed, 09 Dec 2020 02:05:00 GMT",America/Los_Angeles
5fe5409df9af8b235c0bf65e,"[{""userID"": 1082, ""milesRequested"": 20, ""WhPerMile"": 290, ""minutesAvailable"": 120, ""modifiedAt"": ""Tue, 08 Dec 2020 22:04:22 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Wed, 09 Dec 2020 00:02:26 GMT"", ""kWhRequested"": 5.8}]",000001082,5fe5409df9af8b235c0bf65e,2-39-78-365,CA-321,0002,0039,"Tue, 08 Dec 2020 22:02:26 GMT","Wed, 09 Dec 2020 02:50:16 GMT",2.119,"Tue, 08 Dec 2020 23:05:55 GMT",America/Los_Angeles
5fe5409df9af8b235c0bf65f,"[{""userID"": 9248, ""milesRequested"": 100, ""WhPerMile"": 295, ""minutesAvailable"": 480, ""modifiedAt"": ""Wed, 09 Dec 2020 03:51:15 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Wed, 09 Dec 2020 11:49:56 GMT"", ""kWhRequested"": 29.5}]",000009248,5fe5409df9af8b235c0bf65f,2-39-81-4550,11900388,0002,0039,"Wed, 09 Dec 2020 03:49:56 GMT","Wed, 09 Dec 2020 04:13:52 GMT",11.392,,America/Los_Angeles
5fe6921cf9af8b256eedbb6e,"[{""userID"": 7132, ""milesRequested"": 30, ""WhPerMile"": 274, ""minutesAvailable"": 480, ""modifiedAt"": ""Wed, 09 Dec 2020 15:29:30 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Wed, 09 Dec 2020 23:29:12 GMT"", ""kWhRequested"": 8.22}]",000007132,5fe6921cf9af8b256eedbb6e,2-39-81-4550,11900388,0002,0039,"Wed, 09 Dec 2020 15:29:12 GMT","Wed, 09 Dec 2020 16:00:46 GMT",7.858,,America/Los_Angeles
5fe6921cf9af8b256eedbb6f,"[{""userID"": 751, ""milesRequested"": 60, ""WhPerMile"": 340, ""minutesAvailable"": 360, ""modifiedAt"": ""Wed, 09 Dec 2020 16:13:59 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Wed, 09 Dec 2020 22:13:56 GMT"", ""kWhRequested"": 20.4}]",000000751,5fe6921cf9af8b256eedbb6f,2-39-79-380,CA-489,0002,0039,"Wed, 09 Dec 2020 16:13:56 GMT","Wed, 09 Dec 2020 18:57:24 GMT",4.408,"Wed, 09 Dec 2020 17:24:27 GMT",America/Los_Angeles
5fe6921cf9af8b256eedbb70,"[{""userID"": 1746, ""milesRequested"": 100, ""WhPerMile"": 350, ""minutesAvailable"": 534, ""modifiedAt"": ""Wed, 09 Dec 2020 20:14:02 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Thu, 10 Dec 2020 05:07:49 GMT"", ""kWhRequested"": 35.0}]",000001746,5fe6921cf9af8b256eedbb70,2-39-125-21,CA-311,0002,0039,"Wed, 09 Dec 2020 20:13:49 GMT","Wed, 09 Dec 2020 21:00:47 GMT",2.508,"Wed, 09 Dec 2020 21:00:38 GMT",America/Los_Angeles
5fe6921cf9af8b256eedbb71,"[{""userID"": 1082, ""milesRequested"": 20, ""WhPerMile"": 290, ""minutesAvailable"": 120, ""modifiedAt"": ""Wed, 09 Dec 2020 21:32:26 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Wed, 09 Dec 2020 23:31:41 GMT"", ""kWhRequested"": 5.8}]",000001082,5fe6921cf9af8b256eedbb71,2-39-78-365,CA-321,0002,0039,"Wed, 09 Dec 2020 21:31:41 GMT","Thu, 10 Dec 2020 02:32:58 GMT",2.171,"Wed, 09 Dec 2020 22:36:00 GMT",America/Los_Angeles
5fe6921cf9af8b256eedbb72,"[{""userID"": 9233, ""milesRequested"": 100, ""WhPerMile"": 290, ""minutesAvailable"": 480, ""modifiedAt"": ""Wed, 09 Dec 2020 22:16:16 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Thu, 10 Dec 2020 06:15:57 GMT"", ""kWhRequested"": 29.0}]",000009233,5fe6921cf9af8b256eedbb72,2-39-81-4550,11900388,0002,0039,"Wed, 09 Dec 2020 22:15:57 GMT","Wed, 09 Dec 2020 22:49:21 GMT",12.597,,America/Los_Angeles
5fe6921cf9af8b256eedbb73,"[{""userID"": 1616, ""milesRequested"": 190, ""WhPerMile"": 283, ""minutesAvailable"": 548, ""modifiedAt"": ""Thu, 10 Dec 2020 00:13:31 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Thu, 10 Dec 2020 09:21:10 GMT"", ""kWhRequested"": 53.77}]",000001616,5fe6921cf9af8b256eedbb73,2-39-81-4550,11900388,0002,0039,"Thu, 10 Dec 2020 00:13:10 GMT","Thu, 10 Dec 2020 01:24:49 GMT",29.758,,America/Los_Angeles
5fe7e39bf9af8b2778b56da6,"[{""userID"": 1082, ""milesRequested"": 20, ""WhPerMile"": 290, ""minutesAvailable"": 120, ""modifiedAt"": ""Thu, 10 Dec 2020 22:19:19 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Fri, 11 Dec 2020 00:18:44 GMT"", ""kWhRequested"": 5.8}]",000001082,5fe7e39bf9af8b2778b56da6,2-39-78-365,CA-321,0002,0039,"Thu, 10 Dec 2020 22:18:44 GMT","Fri, 11 Dec 2020 03:05:04 GMT",2.292,"Thu, 10 Dec 2020 23:26:24 GMT",America/Los_Angeles
5fe7e39bf9af8b2778b56da7,"[{""userID"": 9266, ""milesRequested"": 160, ""WhPerMile"": 300, ""minutesAvailable"": 461, ""modifiedAt"": ""Fri, 11 Dec 2020 01:56:04 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Fri, 11 Dec 2020 09:36:43 GMT"", ""kWhRequested"": 48.0}]",000009266,5fe7e39bf9af8b2778b56da7,2-39-81-4550,11900388,0002,0039,"Fri, 11 Dec 2020 01:55:43 GMT","Fri, 11 Dec 2020 02:20:03 GMT",9.757,,America/Los_Angeles
5fe9351cf9af8b29afce81c9,"[{""userID"": 751, ""milesRequested"": 60, ""WhPerMile"": 340, ""minutesAvailable"": 360, ""modifiedAt"": ""Fri, 11 Dec 2020 16:40:36 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Fri, 11 Dec 2020 22:40:34 GMT"", ""kWhRequested"": 20.4}]",000000751,5fe9351cf9af8b29afce81c9,2-39-79-380,CA-489,0002,0039,"Fri, 11 Dec 2020 16:40:34 GMT","Fri, 11 Dec 2020 18:56:04 GMT",1.519,"Fri, 11 Dec 2020 17:05:23 GMT",America/Los_Angeles
5fe9351cf9af8b29afce81ca,"[{""userID"": 9790, ""milesRequested"": 100, ""WhPerMile"": 283, ""minutesAvailable"": 480, ""modifiedAt"": ""Fri, 11 Dec 2020 18:37:48 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 12 Dec 2020 02:37:43 GMT"", ""kWhRequested"": 28.3}]",000009790,5fe9351cf9af8b29afce81ca,2-39-81-4550,11900388,0002,0039,"Fri, 11 Dec 2020 18:37:43 GMT","Fri, 11 Dec 2020 19:45:43 GMT",37.195,,America/Los_Angeles
5fe9351cf9af8b29afce81cb,"[{""userID"": 232, ""milesRequested"": 240, ""WhPerMile"": 283, ""minutesAvailable"": 692, ""modifiedAt"": ""Fri, 11 Dec 2020 19:49:55 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 12 Dec 2020 07:21:56 GMT"", ""kWhRequested"": 67.92}, {""userID"": 232, ""milesRequested"": 140, ""WhPerMile"": 283, ""minutesAvailable"": 692, ""modifiedAt"": ""Fri, 11 Dec 2020 19:50:15 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 12 Dec 2020 07:21:56 GMT"", ""kWhRequested"": 39.62}, {""userID"": 232, ""milesRequested"": 140, ""WhPerMile"": 283, ""minutesAvailable"": 285, ""modifiedAt"": ""Fri, 11 Dec 2020 19:50:46 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 12 Dec 2020 00:34:56 GMT"", ""kWhRequested"": 39.62}]",000000232,5fe9351cf9af8b29afce81cb,2-39-131-30,CA-305,0002,0039,"Fri, 11 Dec 2020 19:49:56 GMT","Sat, 12 Dec 2020 02:19:58 GMT",25.764,"Fri, 11 Dec 2020 23:42:44 GMT",America/Los_Angeles
5fe9351cf9af8b29afce81cc,"[{""userID"": 316, ""milesRequested"": 70, ""WhPerMile"": 290, ""minutesAvailable"": 146, ""modifiedAt"": ""Fri, 11 Dec 2020 20:14:39 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Fri, 11 Dec 2020 22:40:25 GMT"", ""kWhRequested"": 20.3}]",000000316,5fe9351cf9af8b29afce81cc,2-39-81-4550,11900388,0002,0039,"Fri, 11 Dec 2020 20:14:25 GMT","Fri, 11 Dec 2020 21:09:28 GMT",12.951,,America/Los_Angeles
5fe9351cf9af8b29afce81cd,"[{""userID"": 1082, ""milesRequested"": 20, ""WhPerMile"": 290, ""minutesAvailable"": 120, ""modifiedAt"": ""Fri, 11 Dec 2020 21:48:47 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Fri, 11 Dec 2020 23:48:00 GMT"", ""kWhRequested"": 5.8}]",000001082,5fe9351cf9af8b29afce81cd,2-39-78-365,CA-321,0002,0039,"Fri, 11 Dec 2020 21:48:00 GMT","Sat, 12 Dec 2020 01:08:11 GMT",2.8118413978518784,"Fri, 11 Dec 2020 22:57:58 GMT",America/Los_Angeles
5fe9351cf9af8b29afce81ce,"[{""userID"": 9502, ""milesRequested"": 50, ""WhPerMile"": 310, ""minutesAvailable"": 180, ""modifiedAt"": ""Fri, 11 Dec 2020 23:57:39 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 12 Dec 2020 02:57:23 GMT"", ""kWhRequested"": 15.5}]",000009502,5fe9351cf9af8b29afce81ce,2-39-139-28,CA-303,0002,0039,"Fri, 11 Dec 2020 23:57:23 GMT","Sat, 12 Dec 2020 08:00:49 GMT",16.063,"Sat, 12 Dec 2020 04:29:55 GMT",America/Los_Angeles
5fe9351cf9af8b29afce81cf,"[{""userID"": 1746, ""milesRequested"": 100, ""WhPerMile"": 350, ""minutesAvailable"": 534, ""modifiedAt"": ""Sat, 12 Dec 2020 00:00:50 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 12 Dec 2020 08:54:33 GMT"", ""kWhRequested"": 35.0}]",000001746,5fe9351cf9af8b29afce81cf,2-39-125-21,CA-311,0002,0039,"Sat, 12 Dec 2020 00:00:33 GMT","Sat, 12 Dec 2020 01:03:02 GMT",3.1296222222222227,"Sat, 12 Dec 2020 00:58:32 GMT",America/Los_Angeles
5fe9351cf9af8b29afce81d0,"[{""userID"": 1616, ""milesRequested"": 190, ""WhPerMile"": 283, ""minutesAvailable"": 548, ""modifiedAt"": ""Sat, 12 Dec 2020 00:13:23 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 12 Dec 2020 09:20:54 GMT"", ""kWhRequested"": 53.77}]",000001616,5fe9351cf9af8b29afce81d0,2-39-81-4550,11900388,0002,0039,"Sat, 12 Dec 2020 00:12:54 GMT","Sat, 12 Dec 2020 01:07:42 GMT",18.277,,America/Los_Angeles
5fe9351cf9af8b29afce81d1,"[{""userID"": 9248, ""milesRequested"": 100, ""WhPerMile"": 295, ""minutesAvailable"": 480, ""modifiedAt"": ""Sat, 12 Dec 2020 01:24:44 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 12 Dec 2020 09:24:24 GMT"", ""kWhRequested"": 29.5}]",000009248,5fe9351cf9af8b29afce81d1,2-39-81-4550,11900388,0002,0039,"Sat, 12 Dec 2020 01:24:24 GMT","Sat, 12 Dec 2020 01:40:06 GMT",3.93,,America/Los_Angeles
5fe9351cf9af8b29afce81d2,"[{""userID"": 579, ""milesRequested"": 100, ""WhPerMile"": 283, ""minutesAvailable"": 468, ""modifiedAt"": ""Sat, 12 Dec 2020 03:28:44 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 12 Dec 2020 11:16:33 GMT"", ""kWhRequested"": 28.3}]",000000579,5fe9351cf9af8b29afce81d2,2-39-81-4550,11900388,0002,0039,"Sat, 12 Dec 2020 03:28:33 GMT","Sat, 12 Dec 2020 03:46:57 GMT",12.85,,America/Los_Angeles
5fea869bf9af8b2bb7005a23,"[{""userID"": 8677, ""milesRequested"": 50, ""WhPerMile"": 310, ""minutesAvailable"": 240, ""modifiedAt"": ""Sat, 12 Dec 2020 15:59:03 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 12 Dec 2020 19:59:04 GMT"", ""kWhRequested"": 15.5}]",000008677,5fea869bf9af8b2bb7005a23,2-39-131-30,CA-305,0002,0039,"Sat, 12 Dec 2020 15:59:04 GMT","Sat, 12 Dec 2020 20:04:02 GMT",9.412,"Sat, 12 Dec 2020 17:30:28 GMT",America/Los_Angeles
5fea869bf9af8b2bb7005a24,"[{""userID"": 1039, ""milesRequested"": 100, ""WhPerMile"": 283, ""minutesAvailable"": 288, ""modifiedAt"": ""Sat, 12 Dec 2020 16:20:37 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 12 Dec 2020 21:07:48 GMT"", ""kWhRequested"": 28.3}]",000001039,5fea869bf9af8b2bb7005a24,2-39-81-4550,11900388,0002,0039,"Sat, 12 Dec 2020 16:19:48 GMT","Sat, 12 Dec 2020 16:53:46 GMT",18.493,,America/Los_Angeles
5fea869bf9af8b2bb7005a25,"[{""userID"": 1039, ""milesRequested"": 100, ""WhPerMile"": 283, ""minutesAvailable"": 288, ""modifiedAt"": ""Sat, 12 Dec 2020 19:21:39 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 13 Dec 2020 00:09:21 GMT"", ""kWhRequested"": 28.3}]",000001039,5fea869bf9af8b2bb7005a25,2-39-129-17,CA-307,0002,0039,"Sat, 12 Dec 2020 19:21:21 GMT","Sat, 12 Dec 2020 20:13:23 GMT",5.988,"Sat, 12 Dec 2020 20:13:17 GMT",America/Los_Angeles
5fea869bf9af8b2bb7005a26,"[{""userID"": 9570, ""milesRequested"": 200, ""WhPerMile"": 258, ""minutesAvailable"": 634, ""modifiedAt"": ""Sat, 12 Dec 2020 23:03:02 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 13 Dec 2020 08:54:55 GMT"", ""kWhRequested"": 51.6}]",000009570,5fea869bf9af8b2bb7005a26,2-39-81-4550,11900388,0002,0039,"Sat, 12 Dec 2020 22:20:55 GMT","Sat, 12 Dec 2020 23:58:54 GMT",42.769,,America/Los_Angeles
5fea869bf9af8b2bb7005a27,"[{""userID"": 7132, ""milesRequested"": 30, ""WhPerMile"": 274, ""minutesAvailable"": 480, ""modifiedAt"": ""Sun, 13 Dec 2020 00:49:05 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 13 Dec 2020 08:48:54 GMT"", ""kWhRequested"": 8.22}]",000007132,5fea869bf9af8b2bb7005a27,2-39-81-4550,11900388,0002,0039,"Sun, 13 Dec 2020 00:48:54 GMT","Sun, 13 Dec 2020 01:18:17 GMT",6.326,,America/Los_Angeles
5fea869bf9af8b2bb7005a28,"[{""userID"": 265, ""milesRequested"": 100, ""WhPerMile"": 291, ""minutesAvailable"": 480, ""modifiedAt"": ""Sun, 13 Dec 2020 01:34:19 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 13 Dec 2020 09:34:19 GMT"", ""kWhRequested"": 29.1}]",000000265,5fea869bf9af8b2bb7005a28,2-39-81-4550,11900388,0002,0039,"Sun, 13 Dec 2020 01:34:19 GMT","Sun, 13 Dec 2020 01:53:40 GMT",12.34,,America/Los_Angeles
5fea869bf9af8b2bb7005a29,"[{""userID"": 5298, ""milesRequested"": 100, ""WhPerMile"": 450, ""minutesAvailable"": 480, ""modifiedAt"": ""Sun, 13 Dec 2020 02:26:44 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 13 Dec 2020 10:26:17 GMT"", ""kWhRequested"": 45.0}]",000005298,5fea869bf9af8b2bb7005a29,2-39-81-4550,11900388,0002,0039,"Sun, 13 Dec 2020 02:26:17 GMT","Sun, 13 Dec 2020 02:50:41 GMT",5.539,,America/Los_Angeles
5fea869bf9af8b2bb7005a2a,"[{""userID"": 915, ""milesRequested"": 250, ""WhPerMile"": 286, ""minutesAvailable"": 721, ""modifiedAt"": ""Sun, 13 Dec 2020 04:36:11 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 13 Dec 2020 16:37:12 GMT"", ""kWhRequested"": 71.5}]",000000915,5fea869bf9af8b2bb7005a2a,2-39-81-4550,11900388,0002,0039,"Sun, 13 Dec 2020 04:36:12 GMT","Sun, 13 Dec 2020 05:22:09 GMT",29.539,,America/Los_Angeles
5febd81cf9af8b2dd785f59c,"[{""userID"": 316, ""milesRequested"": 70, ""WhPerMile"": 290, ""minutesAvailable"": 146, ""modifiedAt"": ""Sun, 13 Dec 2020 18:51:36 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 13 Dec 2020 21:17:05 GMT"", ""kWhRequested"": 20.3}]",000000316,5febd81cf9af8b2dd785f59c,2-39-81-4550,11900388,0002,0039,"Sun, 13 Dec 2020 18:51:05 GMT","Sun, 13 Dec 2020 19:47:55 GMT",13.853,,America/Los_Angeles
5febd81cf9af8b2dd785f59d,"[{""userID"": 2044, ""milesRequested"": 190, ""WhPerMile"": 286, ""minutesAvailable"": 548, ""modifiedAt"": ""Sun, 13 Dec 2020 21:09:41 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Mon, 14 Dec 2020 06:17:27 GMT"", ""kWhRequested"": 54.34}, {""userID"": 2044, ""milesRequested"": 200, ""WhPerMile"": 286, ""minutesAvailable"": 548, ""modifiedAt"": ""Sun, 13 Dec 2020 21:13:18 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Mon, 14 Dec 2020 06:17:27 GMT"", ""kWhRequested"": 57.2}]",000002044,5febd81cf9af8b2dd785f59d,2-39-81-4550,11900388,0002,0039,"Sun, 13 Dec 2020 21:09:27 GMT","Sun, 13 Dec 2020 21:46:06 GMT",24.683,,America/Los_Angeles
5febd81cf9af8b2dd785f59e,"[{""userID"": 300, ""milesRequested"": 100, ""WhPerMile"": 290, ""minutesAvailable"": 470, ""modifiedAt"": ""Mon, 14 Dec 2020 01:11:26 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Mon, 14 Dec 2020 09:01:06 GMT"", ""kWhRequested"": 29.0}]",000000300,5febd81cf9af8b2dd785f59e,2-39-81-4550,11900388,0002,0039,"Mon, 14 Dec 2020 01:11:06 GMT","Mon, 14 Dec 2020 01:27:56 GMT",8.572,,America/Los_Angeles
5febd81cf9af8b2dd785f59f,"[{""userID"": 9283, ""milesRequested"": 90, ""WhPerMile"": 319, ""minutesAvailable"": 270, ""modifiedAt"": ""Mon, 14 Dec 2020 04:20:39 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Mon, 14 Dec 2020 08:50:25 GMT"", ""kWhRequested"": 28.71}]",000009283,5febd81cf9af8b2dd785f59f,2-39-81-4550,11900388,0002,0039,"Mon, 14 Dec 2020 04:20:25 GMT","Mon, 14 Dec 2020 04:43:17 GMT",14.631,,America/Los_Angeles
5fed299bf9af8b2fd3b24f72,"[{""userID"": 9248, ""milesRequested"": 100, ""WhPerMile"": 295, ""minutesAvailable"": 480, ""modifiedAt"": ""Mon, 14 Dec 2020 15:55:35 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Mon, 14 Dec 2020 23:55:11 GMT"", ""kWhRequested"": 29.5}]",000009248,5fed299bf9af8b2fd3b24f72,2-39-81-4550,11900388,0002,0039,"Mon, 14 Dec 2020 15:55:11 GMT","Mon, 14 Dec 2020 16:40:17 GMT",9.831,,America/Los_Angeles
5fed299bf9af8b2fd3b24f73,"[{""userID"": 1746, ""milesRequested"": 100, ""WhPerMile"": 350, ""minutesAvailable"": 534, ""modifiedAt"": ""Mon, 14 Dec 2020 16:03:02 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Tue, 15 Dec 2020 00:56:32 GMT"", ""kWhRequested"": 35.0}]",000001746,5fed299bf9af8b2fd3b24f73,2-39-125-21,CA-311,0002,0039,"Mon, 14 Dec 2020 16:02:32 GMT","Mon, 14 Dec 2020 17:01:19 GMT",3.106,"Mon, 14 Dec 2020 17:01:15 GMT",America/Los_Angeles
